Species,Weight,Length1,Length2,Length3,Height,Width
Pike,693.19,38.5,45.04,46.83,7.36,5.11
Whitefish,306.0,27.41,29.81,30.8,9.86,4.82
Perch,215.27,24.98,28.89,30.64,8.08,4.54
Pike,499.8,38.5,41.71,46.26,7.58,5.05
Pike,510.0,41.67,44.16,45.89,7.49,4.72
Pike,489.6,39.61,45.15,47.63,7.07,4.95
Pike,504.9,40.5,42.57,45.8,7.14,5.15
Bream,611.65,29.49,32.12,38.74,15.03,5.16
Parkki,145.84,18.55,20.76,23.2,8.36,3.33
Roach,150.53,20.71,21.58,23.86,6.51,3.62
Roach,151.93,21.32,21.61,24.85,6.84,3.58
Roach,148.97,20.23,22.92,25.22,6.43,3.55
Whitefish,296.82,25.6,27.44,31.42,8.69,4.87
Pike,693.19,40.9,43.72,48.73,7.0,4.85
Perch,200.64,27.18,29.17,28.88,7.69,3.95
Smelt,10.0,10.73,11.33,13.21,2.36,1.31
Roach,143.07,21.47,22.47,23.97,6.69,3.73
Pike,510.0,40.5,43.0,45.8,7.26,4.72
Parkki,142.84,17.45,20.29,22.97,8.89,3.2
Parkki,144.34,18.81,20.56,21.65,8.45,3.26
Perch,198.55,23.28,26.9,29.13,8.08,4.59
Roach,148.97,19.68,21.61,23.86,6.38,3.47
Parkki,146.45,18.0,21.73,22.27,8.79,3.42
Smelt,9.9,10.85,12.69,13.21,2.25,1.38
Bream,579.5,31.82,31.78,39.12,15.7,5.7
Perch,217.36,25.09,27.35,29.13,6.99,4.03
Perch,217.36,25.88,28.04,28.32,7.53,4.54
Whitefish,467.63,25.6,27.79,30.49,10.05,4.78
Smelt,10.95,11.64,11.56,12.97,2.18,1.24
Perch,374.13,23.04,25.27,31.54,6.85,4.07
Perch,366.42,26.14,28.04,26.4,6.99,4.15
Pike,714.41,39.61,45.93,47.17,7.0,5.2
Perch,404.99,23.52,25.53,29.43,6.71,3.99
Perch,377.99,25.09,28.89,30.64,8.08,4.69
Roach,153.4,20.65,22.5,25.97,6.43,3.84
Smelt,10.95,11.87,11.45,13.36,2.16,1.32
Smelt,11.75,11.86,12.21,13.36,2.34,1.35
Perch,370.28,23.04,26.83,30.04,6.92,3.99
Whitefish,472.26,25.09,29.12,32.72,8.51,4.87
Pike,671.97,40.85,41.28,48.09,7.34,4.63
Perch,397.28,26.92,27.75,30.34,7.84,4.03
Smelt,11.87,11.07,11.68,12.97,2.29,1.35
Perch,401.13,25.35,25.01,28.88,7.61,4.03
Whitefish,449.11,26.11,30.1,31.11,9.19,5.02
Parkki,147.35,19.38,19.66,20.99,8.36,3.26
Bream,593.12,30.31,33.11,38.35,15.1,5.26
Pike,535.5,40.43,42.14,47.78,7.44,4.72
Smelt,9.8,10.95,12.08,12.55,2.2,1.32
Parkki,147.35,19.95,20.91,20.99,8.28,3.39
Roach,155.09,21.47,22.7,24.97,7.03,3.84
Parkki,143.55,19.57,21.11,24.13,8.45,3.11
Roach,159.65,21.26,22.94,24.22,6.45,3.69
Roach,147.5,20.71,22.92,23.61,6.9,3.58
Whitefish,296.82,24.83,30.1,29.57,8.78,5.27
Bream,603.9,29.4,33.44,36.96,14.21,5.26
Perch,213.18,24.49,24.75,30.94,7.61,4.28
Bream,622.2,31.21,31.68,36.82,15.79,5.59
Bream,642.54,31.31,33.99,40.04,15.18,5.37
Smelt,11.52,11.52,12.04,12.44,2.14,1.33
Roach,140.12,20.09,23.36,24.72,6.49,3.53
Smelt,11.75,11.98,11.96,13.36,2.27,1.3
Pike,484.5,41.67,46.37,47.63,7.36,4.9
Pike,714.41,41.3,40.85,45.8,7.71,4.68
Parkki,142.1,19.19,21.11,22.75,8.28,3.2
Smelt,10.3,11.75,11.8,13.08,2.12,1.32
Parkki,148.85,18.24,20.17,24.13,8.62,3.2
Parkki,143.55,19.57,21.53,22.74,8.63,3.01
Bream,634.4,30.91,33.0,38.35,14.95,5.32
Smelt,10.4,11.52,12.45,13.08,2.27,1.28
Roach,148.97,20.71,21.83,24.22,6.45,3.46
Smelt,11.52,11.41,11.45,13.76,2.31,1.43
Smelt,11.41,11.41,12.15,13.23,2.27,1.32
Pike,499.8,42.11,42.57,45.8,7.11,4.8
Whitefish,299.88,26.37,28.94,33.04,9.38,4.97
Whitefish,472.26,26.11,29.4,30.8,8.95,4.78
Roach,153.4,20.23,21.8,25.47,6.63,3.49
Perch,202.73,27.44,26.9,30.04,7.53,4.32
Bream,622.2,30.61,34.65,38.88,15.03,5.39
Bream,593.12,28.88,34.1,36.57,15.4,5.54
Parkki,145.84,17.27,19.66,22.31,9.34,3.46
Whitefish,481.52,26.88,28.94,32.03,9.19,4.49
Bream,622.2,31.31,34.76,38.88,15.34,5.39
Smelt,11.06,11.53,11.92,13.76,2.13,1.28
Smelt,11.75,11.07,11.56,13.1,2.18,1.29
Roach,151.93,21.47,21.8,25.1,6.38,3.42
Perch,374.13,27.18,26.31,30.64,7.2,4.78
Perch,381.85,24.49,25.53,28.83,6.71,4.07
Perch,204.82,23.52,26.57,31.24,7.06,4.73
Roach,144.45,20.91,23.17,23.86,6.32,3.77
Pike,742.7,41.7,41.28,46.26,7.29,4.68
Smelt,10.0,10.96,12.27,13.49,2.31,1.39
Whitefish,486.15,27.15,28.94,30.5,8.34,4.54
Pike,742.7,39.3,42.83,44.43,7.14,5.02
Roach,144.45,20.03,22.27,25.35,6.32,3.67
Pike,728.56,42.08,44.16,49.67,7.36,4.77
Parkki,154.87,18.05,20.08,23.66,8.87,3.07
Roach,159.65,20.5,21.14,25.1,6.84,3.84
Smelt,10.2,11.86,11.48,13.21,2.36,1.21
Parkki,150.8,18.55,20.29,24.36,8.53,3.16
Parkki,150.35,18.0,20.76,21.21,8.89,3.17
Bream,605.47,31.62,34.65,38.35,14.42,5.33
Perch,401.13,24.73,29.74,30.34,8.16,4.24
Smelt,9.4,11.64,12.04,13.34,2.09,1.23
Parkki,142.84,19.19,20.08,22.75,8.62,3.01
Pike,742.7,40.02,46.37,44.88,7.44,4.75
Whitefish,467.63,25.09,30.1,32.72,9.13,4.92
Bream,628.3,30.61,33.66,39.89,14.73,5.59
Parkki,146.45,18.05,19.18,22.27,8.89,3.29
Roach,150.45,20.85,22.7,26.09,6.32,3.62
Smelt,9.9,10.84,11.21,13.36,2.29,1.36
Parkki,146.45,19.38,20.91,23.66,8.45,3.26
Roach,144.55,20.29,21.14,24.1,6.38,3.78
Roach,148.97,21.53,23.36,24.47,6.36,3.49
Smelt,11.18,11.53,11.84,12.97,2.23,1.42
Parkki,154.87,17.64,19.58,21.21,8.79,3.46
Smelt,11.06,11.29,12.57,13.36,2.25,1.39
Bream,630.19,30.31,32.34,39.66,15.1,5.7
Smelt,11.75,11.18,12.69,13.87,2.31,1.42
Roach,145.97,20.85,23.17,24.6,6.32,3.66
Whitefish,290.7,25.34,28.84,31.11,8.51,4.97
Perch,366.42,23.04,24.75,26.95,8.0,4.78
Bream,642.54,30.1,34.32,39.66,14.8,5.7
Smelt,11.29,11.64,11.56,13.36,2.31,1.26
Perch,370.28,23.77,25.53,28.32,8.32,4.11
Parkki,153.36,19.95,19.87,22.04,8.62,3.04
Smelt,11.06,11.41,12.33,13.23,2.14,1.33
Whitefish,306.0,26.37,29.23,30.18,10.05,5.12
Parkki,145.0,17.27,20.29,23.2,8.62,3.13
Smelt,10.0,11.07,12.21,12.84,2.16,1.26
Perch,401.13,24.98,26.83,26.12,8.0,3.99
Pike,714.41,39.3,43.86,48.73,7.0,4.8
Whitefish,463.0,26.35,29.52,29.88,9.38,4.97
Parkki,137.75,18.36,20.37,21.21,8.45,3.46
Smelt,10.95,11.86,12.33,13.74,2.34,1.39
Roach,150.45,21.68,23.36,23.61,6.49,3.53
Roach,141.6,20.09,23.17,24.72,6.25,3.8
Pike,484.5,38.09,42.14,49.2,7.71,5.11
Bream,585.6,30.31,32.78,39.27,15.4,5.7
Bream,610.0,28.88,32.78,40.27,15.79,5.7
Pike,499.8,41.3,43.86,45.34,7.11,4.9
Roach,145.97,21.12,22.7,24.72,6.56,3.69
Pike,510.0,42.11,44.29,47.31,7.07,4.63
Whitefish,467.63,27.15,29.81,31.45,8.78,4.77
Whitefish,302.94,24.83,27.79,33.36,8.43,5.27
Smelt,10.1,11.52,11.21,12.97,2.27,1.25
Roach,150.53,21.32,22.7,24.35,6.69,3.53
Bream,630.19,29.79,33.44,38.12,14.42,5.16
Roach,154.88,21.53,22.05,25.72,6.69,3.51
Whitefish,481.52,25.82,30.1,32.34,8.78,5.12
Perch,198.55,25.35,27.19,27.5,7.13,4.73
Parkki,151.86,19.09,20.17,22.27,8.45,3.07
Perch,389.56,25.09,25.27,26.68,7.27,4.32
Parkki,147.9,18.91,21.32,21.43,9.34,3.42
Parkki,143.55,17.82,20.08,22.09,8.19,3.11
Parkki,156.37,18.18,20.08,22.04,8.89,3.19
Bream,630.19,29.49,31.78,37.2,14.36,5.28
Smelt,11.29,11.86,11.84,13.87,2.31,1.43
Perch,200.64,23.04,27.75,26.4,7.84,4.97
Pike,686.12,42.5,46.37,45.89,7.58,4.85
Perch,217.36,23.52,25.01,28.32,8.0,4.97
Smelt,9.9,11.52,11.6,13.49,2.2,1.33
Smelt,10.0,11.29,12.57,12.71,2.2,1.34
Bream,610.0,31.21,33.33,37.34,14.51,5.07
Bream,640.5,29.09,32.01,37.59,14.21,5.28
Smelt,9.4,11.98,12.15,12.84,2.27,1.29
Perch,217.36,25.09,27.75,28.05,6.64,4.83
Smelt,10.2,11.64,11.56,13.6,2.18,1.43
Pike,728.56,39.2,41.95,45.34,7.19,5.0
Roach,141.6,21.12,21.8,25.97,6.96,3.58
Smelt,11.41,11.3,11.84,13.34,2.13,1.34
Parkki,150.8,18.81,21.11,22.97,8.7,3.16
Pike,494.7,40.9,45.48,43.97,7.34,5.06
Bream,603.9,30.4,32.78,36.82,15.7,5.21
Whitefish,315.18,24.58,27.79,31.45,9.38,4.92
Smelt,9.5,11.75,12.33,12.97,2.31,1.32
Parkki,149.35,19.19,21.73,21.43,8.19,3.04
Pike,510.0,43.32,45.48,47.63,7.29,5.1
Perch,401.13,24.01,29.17,28.6,8.16,4.28
Bream,586.94,30.1,31.45,39.89,15.49,5.64
Perch,389.56,26.66,24.75,26.68,7.61,4.11
Pike,494.7,40.02,45.15,49.67,7.19,4.82
Whitefish,321.3,27.68,29.81,32.41,10.05,4.54
Pike,520.2,42.91,41.95,45.89,7.44,4.92
Bream,585.6,29.49,31.35,36.96,14.88,5.64
Whitefish,476.89,25.6,27.72,31.14,9.29,4.92
Roach,144.55,19.61,22.03,25.72,6.96,3.49
Whitefish,444.48,26.88,28.84,30.18,8.6,4.92
Pike,499.8,41.26,45.93,48.09,7.86,5.2
Roach,153.4,20.09,22.92,24.1,6.49,3.57
Roach,141.6,21.47,21.36,23.61,6.19,3.67
Smelt,9.4,11.52,11.45,13.36,2.27,1.4
Smelt,10.2,10.84,11.96,13.34,2.29,1.34
Roach,158.13,20.65,22.92,23.72,6.83,3.8
Perch,217.36,24.25,27.19,29.74,7.53,4.15
Parkki,142.84,19.57,18.78,22.04,9.07,3.04
Perch,404.99,25.22,27.75,28.6,8.16,4.54
Parkki,139.2,17.27,20.29,23.2,8.19,3.29
Smelt,11.06,11.3,11.21,12.94,2.18,1.26
Roach,156.61,21.12,21.14,23.97,6.43,3.51
Smelt,11.06,11.07,12.21,12.58,2.2,1.34
Parkki,143.55,19.95,21.32,23.2,8.87,3.26
Perch,200.64,26.92,27.19,27.23,8.16,4.73
Roach,145.97,21.68,22.25,24.72,6.77,3.75
Whitefish,458.37,27.68,30.39,33.04,9.04,4.87
Parkki,145.0,19.57,18.78,22.5,8.54,3.39
Bream,642.54,29.18,32.67,40.43,15.94,5.17
Parkki,150.35,18.43,20.17,23.66,9.25,3.07
Bream,616.1,30.0,32.45,37.97,14.88,5.54
Whitefish,449.11,26.62,28.56,29.57,9.09,4.45
Smelt,10.4,11.75,12.21,13.62,2.2,1.34
Perch,385.71,25.61,29.17,28.83,6.71,3.95
Smelt,11.41,11.29,11.6,13.49,2.16,1.32
Smelt,11.64,11.75,11.68,13.76,2.09,1.29
Parkki,151.86,17.82,19.97,21.87,9.34,3.33
Bream,616.1,30.31,33.11,36.96,14.58,5.21
Bream,591.7,30.0,32.12,37.59,15.34,5.12
Smelt,10.95,11.41,12.08,13.49,2.16,1.31
Perch,397.28,24.25,24.75,29.43,7.69,4.2
Perch,202.73,24.73,26.83,28.32,6.92,4.28
Pike,510.0,42.08,40.85,44.43,7.58,4.87
Parkki,152.25,17.64,20.08,22.04,8.54,3.01
Pike,515.1,39.7,46.37,48.25,7.56,4.77
Smelt,12.1,11.98,12.33,12.97,2.31,1.32
Smelt,10.95,11.19,12.21,12.55,2.25,1.32
Smelt,11.29,11.07,12.21,12.68,2.27,1.36
Bream,622.2,31.82,34.1,37.2,14.73,5.26
Whitefish,481.52,24.58,29.12,30.18,8.51,4.82
Smelt,11.29,11.98,12.04,12.55,2.36,1.43
Whitefish,472.26,26.88,26.6,32.03,9.09,4.82
Parkki,147.9,18.55,19.66,21.87,8.8,3.39
Perch,200.64,23.28,28.04,28.83,7.61,4.07
Bream,628.3,30.91,31.78,40.43,15.4,5.32
Smelt,9.6,11.64,12.57,12.81,2.14,1.42
Parkki,157.87,18.43,19.38,22.09,8.45,3.13
Perch,215.27,25.61,26.9,26.95,6.85,4.92
Whitefish,312.12,26.88,29.52,32.72,9.67,5.12
Perch,202.73,24.49,27.75,28.88,7.27,4.54
Smelt,11.75,11.19,12.15,13.21,2.29,1.34
Pike,520.2,41.67,43.0,43.51,7.44,5.11
Perch,370.28,24.49,28.6,28.05,7.61,4.15
Pike,693.19,43.32,45.93,43.51,7.11,5.02
Smelt,11.64,11.98,12.57,13.1,2.36,1.4
Pike,693.19,40.5,40.85,43.97,7.14,4.63
Whitefish,293.76,25.34,28.94,30.18,10.05,4.45
Parkki,139.2,18.36,21.32,21.43,8.96,3.23
Bream,610.0,31.82,32.45,36.96,14.66,5.28
Roach,155.09,20.71,22.03,24.47,6.56,3.58
Pike,679.04,38.9,40.85,45.34,7.86,4.87
Whitefish,293.76,24.58,28.28,30.5,8.69,5.17
Perch,374.13,25.88,28.32,31.24,7.06,4.59
Parkki,150.35,19.0,20.17,20.99,8.45,3.01
Parkki,145.0,19.09,20.56,22.75,8.7,3.19
Parkki,140.65,17.27,20.91,22.53,8.19,3.46
Roach,145.97,20.44,21.58,24.1,6.56,3.46
Parkki,154.87,17.45,20.7,22.75,9.16,3.04
Bream,624.01,29.09,33.0,40.04,15.18,5.02
Smelt,11.64,11.87,11.8,12.97,2.27,1.43
Smelt,10.95,11.75,11.84,12.71,2.29,1.31
Whitefish,444.48,25.82,28.65,30.82,9.67,4.59
Smelt,9.5,10.95,11.68,12.81,2.12,1.24
Parkki,156.37,18.24,20.7,21.43,8.62,3.46
Perch,204.82,25.61,28.89,30.34,7.06,4.2
Whitefish,293.76,24.32,29.52,33.36,9.48,5.17
Perch,202.73,24.83,27.19,29.43,7.61,4.03
Smelt,11.64,11.41,12.04,13.08,2.12,1.36
Pike,693.19,42.91,44.16,43.51,7.79,4.68
Perch,401.13,25.46,27.47,29.74,7.06,4.28
Perch,209.0,26.4,25.01,27.5,7.53,4.07
Roach,155.09,19.61,22.03,23.97,6.9,3.55
Pike,510.0,40.02,45.48,44.94,7.41,4.85
Perch,366.42,24.73,27.19,27.23,6.64,4.92
Whitefish,296.82,26.88,30.39,30.18,9.04,4.92
Bream,591.7,29.7,32.34,39.5,15.34,5.12
Parkki,154.87,18.73,20.7,23.66,8.28,3.11
Whitefish,302.94,25.82,28.65,31.42,9.86,5.27
Smelt,11.98,10.85,11.84,13.36,2.25,1.21
Bream,585.6,30.0,33.66,37.73,14.66,5.07
Roach,140.12,21.12,22.27,24.6,6.69,3.62
Parkki,148.85,18.43,20.49,23.66,8.11,3.11
Parkki,142.84,17.45,20.91,22.75,9.16,3.46
Whitefish,472.26,26.11,28.84,30.49,9.29,5.27
Bream,634.4,29.18,32.12,39.12,15.94,5.17
Whitefish,458.37,25.09,28.94,29.88,9.29,4.49
Pike,714.41,42.11,46.37,47.78,7.29,4.77
Whitefish,296.82,24.83,29.23,31.45,8.51,4.82
Roach,150.53,20.85,22.5,26.22,6.36,3.75
Roach,141.6,21.26,21.38,23.61,6.83,3.49
Whitefish,312.12,24.83,26.88,32.41,9.04,4.77
Pike,484.5,38.9,41.71,47.78,7.71,4.77
Bream,624.01,30.7,34.65,38.35,14.95,5.44
Smelt,10.2,10.73,12.33,13.34,2.18,1.4
Parkki,146.45,17.82,19.58,23.9,8.89,3.26
Perch,200.64,26.66,28.6,27.23,7.06,4.64
Pike,530.4,39.3,45.15,43.97,7.41,5.2
Whitefish,458.37,25.09,28.28,30.18,9.22,4.77
Bream,603.9,30.7,31.68,39.27,14.88,5.59
Parkki,148.85,17.64,18.98,22.5,9.25,3.39
Roach,153.4,19.61,21.36,24.85,6.96,3.62
Whitefish,302.94,25.28,28.36,32.34,9.57,4.82
Whitefish,463.0,25.82,27.16,32.34,9.67,5.17
Perch,366.42,27.44,29.74,28.6,6.85,4.28
Parkki,140.65,18.91,20.56,22.97,8.36,3.29
Roach,141.6,21.47,21.14,24.6,6.58,3.66
Parkki,157.87,18.73,21.73,23.66,9.16,3.13
Roach,159.65,20.91,21.61,26.22,6.49,3.66
Whitefish,318.24,25.82,26.6,31.42,9.48,4.73
Roach,149.01,21.47,23.39,26.22,6.71,3.73
Parkki,156.37,19.95,20.37,21.87,8.11,3.26
Parkki,144.34,18.55,18.98,24.36,8.62,3.26
Pike,707.34,40.5,40.85,46.36,7.51,5.0
Roach,153.57,21.26,22.03,25.22,6.43,3.66
Pike,671.97,41.67,44.6,49.67,7.64,4.85
Parkki,154.87,18.43,21.73,22.97,8.96,3.04
Parkki,145.84,19.19,18.78,23.66,8.7,3.23
Perch,374.13,26.4,28.04,30.64,7.27,4.69
Pike,735.63,38.09,42.39,47.78,7.58,4.95
Pike,700.26,41.67,42.57,47.63,7.07,4.7
Whitefish,318.24,25.09,26.88,32.34,9.04,5.12
Perch,389.56,24.25,27.35,30.04,6.78,3.99
Smelt,9.6,11.87,11.8,12.97,2.2,1.35
Roach,153.57,20.03,21.8,24.22,7.03,3.78
Parkki,144.34,17.64,20.76,23.2,8.98,3.26
Bream,603.9,31.92,32.12,40.43,15.4,5.54
Bream,599.29,29.79,33.99,38.5,15.55,5.23
Whitefish,458.37,26.88,28.84,29.57,9.96,4.92
Perch,206.91,25.46,27.35,26.4,7.27,4.15
Parkki,152.25,18.05,21.73,22.31,8.96,3.2
Pike,735.63,42.91,41.95,49.2,7.71,4.97
Parkki,152.25,19.19,19.18,24.36,8.54,3.17
Parkki,152.25,18.18,18.78,24.13,8.62,2.98
Bream,628.3,30.61,31.35,38.35,14.58,5.37
Roach,159.65,21.12,21.58,24.35,6.43,3.64
Perch,366.42,25.35,26.05,26.95,7.13,4.32
Smelt,11.98,11.86,12.69,12.58,2.29,1.39
Perch,381.85,27.18,28.6,29.74,6.64,4.24
Roach,148.97,20.03,21.36,25.84,6.71,3.84
Smelt,9.4,10.73,12.45,13.36,2.34,1.25
Bream,622.2,30.0,32.78,36.82,15.49,5.07
Whitefish,293.76,25.34,28.65,32.34,9.96,4.87
Whitefish,309.06,25.34,28.65,29.26,9.29,5.12
Parkki,149.35,18.73,19.87,24.36,9.34,3.29
Bream,603.9,31.92,33.77,38.35,15.18,5.21
Bream,585.6,29.7,34.43,38.74,15.03,5.32
Pike,494.7,38.09,44.6,47.17,6.93,4.75
Whitefish,299.88,27.95,27.5,30.8,9.09,4.49
Pike,535.5,39.3,42.57,47.31,7.41,4.72
Smelt,11.29,11.53,12.04,12.68,2.22,1.21
Parkki,142.1,18.81,19.66,22.31,8.28,3.19
Parkki,146.45,19.57,18.98,22.31,8.71,3.07
Pike,721.48,41.67,43.0,48.25,7.19,4.68
Perch,213.18,24.83,28.32,31.54,7.84,4.78
Pike,484.5,39.61,45.04,48.09,7.79,4.85
Pike,686.12,42.08,42.83,44.88,7.79,5.11
Pike,510.0,42.5,42.57,44.94,7.41,5.15
Perch,381.85,23.52,27.35,27.77,6.92,4.07
Parkki,139.2,18.36,19.66,21.21,8.45,3.42
Perch,198.55,24.01,29.45,29.13,6.64,3.95
Perch,385.71,23.77,25.79,29.43,8.16,4.03
Smelt,9.9,11.53,12.15,13.34,2.25,1.39
Smelt,9.9,11.07,11.56,12.58,2.22,1.32
Perch,200.64,25.35,24.75,27.5,7.77,4.83
Bream,624.01,28.79,32.12,40.27,15.4,5.28
Smelt,9.8,11.64,12.27,13.47,2.29,1.32
Smelt,9.9,11.53,11.8,12.58,2.27,1.4
Perch,389.56,25.09,28.89,28.6,8.08,4.24
Roach,156.61,21.32,22.03,25.47,6.76,3.64
Perch,404.99,25.88,25.01,26.4,6.99,4.28
Roach,141.6,21.68,21.14,24.35,6.38,3.8
Whitefish,467.63,26.62,28.65,31.45,9.04,4.92
Smelt,12.1,11.75,11.92,12.97,2.31,1.29
Pike,530.4,39.7,45.04,45.8,7.22,4.85
Smelt,9.5,10.85,12.15,13.08,2.16,1.34
Parkki,149.35,18.0,20.17,21.43,8.11,3.07
Roach,141.6,20.91,22.03,24.6,6.32,3.69
Parkki,147.35,18.81,19.58,21.43,8.7,3.29
Roach,152.05,20.09,22.5,24.97,6.84,3.77
Parkki,147.9,19.09,19.97,22.74,8.79,3.13
Bream,636.36,30.4,31.68,36.57,15.1,5.33
Parkki,151.86,19.76,21.73,24.13,8.79,3.23
Pike,515.1,39.2,40.85,47.31,7.29,4.85
Roach,155.09,21.06,22.47,23.61,6.45,3.55
Roach,156.61,21.26,23.39,25.84,6.19,3.71
Pike,693.19,40.9,43.0,49.2,7.0,4.87
Perch,381.85,24.49,29.17,27.23,7.27,4.24
Roach,154.88,20.44,22.5,25.47,6.71,3.73
Roach,150.45,21.47,21.83,24.22,6.71,3.51
Roach,144.55,20.09,21.8,24.85,6.32,3.57
Smelt,11.52,11.98,12.08,12.81,2.22,1.36
Perch,374.13,25.46,25.27,26.12,8.0,5.02
Smelt,11.87,10.73,12.57,12.44,2.31,1.25
Perch,381.85,24.98,29.45,29.13,7.92,4.64
Whitefish,312.12,25.55,27.16,31.72,8.69,5.22
Smelt,10.95,11.41,11.96,12.55,2.22,1.32
Roach,150.45,21.26,22.7,25.84,6.63,3.8
Smelt,11.29,10.73,12.39,12.71,2.12,1.33
Parkki,148.85,18.0,19.77,23.2,9.34,3.11
Roach,158.13,20.09,21.16,24.72,6.38,3.77
Pike,735.63,40.43,44.6,45.89,7.29,4.63
Pike,510.0,41.67,45.15,43.51,7.51,4.9
Roach,148.97,21.26,22.03,24.22,6.9,3.84
Smelt,11.06,10.84,11.96,12.71,2.18,1.32
Whitefish,312.12,25.82,30.39,31.11,8.95,4.49
Smelt,11.29,10.95,12.21,12.84,2.27,1.26
Parkki,147.9,19.57,20.56,24.36,8.7,3.33
Pike,535.5,41.7,43.28,45.89,7.79,4.75
Whitefish,481.52,25.28,27.72,31.72,9.09,4.78
Parkki,144.34,18.24,20.08,22.09,8.7,3.33
Roach,158.13,21.53,22.47,25.47,6.83,3.84
Smelt,11.98,11.75,11.84,13.36,2.36,1.35
Perch,401.13,26.4,29.45,26.4,6.78,4.97
Roach,153.57,19.68,22.5,24.97,6.84,3.64
Pike,535.5,39.7,43.28,45.89,7.19,5.11
Bream,579.5,31.21,32.01,40.04,15.25,5.59
Pike,530.4,40.9,42.39,45.8,7.14,4.95
Smelt,10.1,11.53,11.33,13.47,2.23,1.39
Pike,515.1,41.3,42.39,48.09,7.34,4.85
Roach,145.97,20.03,22.5,23.97,6.36,3.64
Parkki,157.87,19.09,19.58,22.31,8.96,3.19
Pike,700.26,38.5,42.14,46.36,7.14,4.9
Smelt,12.1,10.85,11.21,12.44,2.29,1.28
Parkki,142.84,18.73,19.38,22.97,8.79,3.2
Parkki,150.35,18.05,20.56,22.5,8.62,3.16
Whitefish,449.11,26.61,29.4,32.72,9.76,4.45
Perch,381.85,25.22,28.32,30.64,7.13,4.11
Parkki,148.85,18.55,18.98,21.43,9.25,3.13
Roach,158.13,21.32,21.14,24.6,6.63,3.53
Parkki,157.87,18.05,21.73,23.66,8.53,3.42
Bream,611.65,31.82,32.01,38.35,15.03,5.28
Smelt,11.06,11.3,11.96,13.34,2.16,1.43
Perch,389.56,25.22,24.75,27.23,7.06,4.32
Perch,370.28,26.92,27.47,29.74,7.06,4.28
Perch,204.82,23.28,28.89,30.34,7.13,4.24
Smelt,11.52,11.41,11.96,12.71,2.18,1.42
Roach,154.88,20.09,23.17,25.1,6.9,3.6
Perch,370.28,25.35,27.75,26.95,8.16,4.64
Roach,155.09,20.65,22.47,26.09,6.56,3.8
Parkki,139.2,18.55,20.08,22.75,9.16,3.07
Bream,630.19,30.61,33.44,39.66,14.51,5.7
Roach,146.03,20.03,23.39,25.6,7.03,3.66
Smelt,12.1,11.41,12.27,13.74,2.18,1.39
Perch,215.27,24.98,29.17,28.88,7.53,4.32
Parkki,143.55,18.62,20.7,22.97,9.16,3.19
Perch,219.45,25.88,27.75,29.43,7.53,4.83
Bream,599.29,30.4,31.45,37.97,14.42,5.37
Whitefish,472.26,27.95,28.07,29.26,8.6,4.78
Pike,728.56,41.26,42.83,45.41,7.07,4.85
Parkki,148.85,18.55,19.77,21.65,8.45,3.17
Smelt,9.8,11.19,11.56,12.44,2.13,1.36
Bream,599.29,29.4,32.45,37.2,14.73,5.12
Parkki,145.84,18.0,21.53,23.9,8.96,3.2
Whitefish,302.94,26.11,27.72,32.34,9.86,4.49
Whitefish,296.82,25.86,28.84,31.45,9.76,4.49
Roach,144.55,19.47,22.03,23.86,6.32,3.67
Parkki,156.37,18.73,19.77,22.75,9.25,3.19
Pike,679.04,39.7,43.0,48.25,7.58,5.0
Roach,150.53,21.06,21.58,25.1,6.38,3.75
Parkki,145.0,18.55,19.58,22.75,9.34,3.13
Parkki,137.75,17.45,19.97,22.04,8.36,3.01
Perch,404.99,26.4,26.83,29.13,6.71,4.64
Pike,525.3,41.67,45.93,47.78,7.49,4.85
Bream,624.01,29.18,32.78,37.2,15.7,5.54
Roach,145.97,20.91,22.25,24.6,6.69,3.75
Parkki,145.0,19.0,21.53,20.99,8.87,3.42
Smelt,10.2,10.85,11.68,13.47,2.14,1.43
Smelt,9.4,10.73,11.6,13.87,2.29,1.3
Smelt,11.06,11.07,11.33,12.84,2.13,1.4
Perch,213.18,24.49,29.45,27.5,6.78,4.59
Whitefish,449.11,26.37,28.07,29.88,9.09,4.54
Parkki,144.34,17.45,19.38,21.43,8.8,3.46
Bream,586.94,31.92,31.78,38.35,15.03,5.48
Bream,586.94,31.92,32.67,37.97,14.51,5.43
Roach,147.49,20.85,21.38,25.72,6.76,3.64
Roach,155.09,21.12,22.03,23.72,6.77,3.84
Pike,707.34,40.5,46.37,45.89,7.14,4.87
Bream,642.54,31.62,33.0,37.34,15.94,5.59
Perch,381.85,23.04,29.45,28.32,7.84,4.59
Roach,147.5,20.5,22.05,25.35,6.25,3.46
Roach,151.93,20.91,21.16,25.72,6.58,3.8
Roach,140.12,21.12,23.36,25.6,6.63,3.46
Parkki,156.37,18.05,19.77,23.9,9.16,3.46
Perch,206.91,25.22,26.57,27.5,7.27,4.88
Whitefish,458.37,26.88,29.23,32.03,8.43,5.17
Bream,591.7,30.0,32.78,37.34,15.25,5.21
Smelt,9.6,11.3,11.84,13.47,2.27,1.36
Perch,401.13,26.4,25.53,28.88,8.08,4.92
Pike,499.8,42.91,41.95,45.34,7.22,5.06
Roach,159.65,20.65,21.14,25.1,6.77,3.67
Bream,630.19,30.7,33.0,40.43,15.1,5.12
Pike,671.97,40.85,43.43,43.97,7.22,4.9
