Species,Weight,Length1,Length2,Length3,Height,Width
Parkki,248.43,20.93,22.75,25.48,10.09,3.77
Parkki,137.2,18.62,20.29,22.74,8.37,3.23
Bream,672.0,29.18,31.68,36.77,14.27,5.07
Parkki,88.2,15.97,17.35,19.4,7.26,2.62
Bream,435.0,36.0,39.45,46.8,18.72,6.46
Whitefish,267.3,23.86,26.23,29.01,8.06,4.21
Smelt,9.8,14.14,14.84,16.24,2.42,1.61
Roach,111.1,19.29,21.01,23.33,6.23,3.43
Bream,1200.0,40.2,44.4,51.12,22.75,7.92
Smelt,9.02,9.67,10.23,11.16,2.04,1.28
Parkki,238.0,26.6,28.98,32.48,13.15,4.77
Parkki,108.0,19.56,21.24,23.76,8.89,3.21
Bream,489.25,29.25,31.93,37.29,14.69,5.26
Pike,408.5,33.73,36.1,38.48,6.93,4.35
Bream,454.5,27.88,30.3,35.45,14.14,4.89
Bream,595.2,30.24,33.12,38.11,14.9,5.07
Roach,147.2,19.41,20.7,23.0,5.89,3.5
Whitefish,330.48,27.65,30.24,33.26,9.48,5.06
Bream,984.4,37.45,41.2,47.19,19.3,6.75
Pike,540.6,42.4,45.05,48.23,7.23,4.73
Whitefish,572.4,30.21,32.86,36.04,11.39,6.96
Perch,117.7,21.4,23.54,25.15,5.91,4.27
Smelt,13.86,15.82,16.52,18.34,3.1,1.63
Bream,384.78,27.88,30.74,35.51,13.49,4.72
Bream,792.0,35.2,38.5,44.66,18.0,6.7
Perch,478.02,28.37,30.5,31.62,9.33,5.6
Whitefish,256.5,22.89,25.17,27.84,7.74,4.04
Smelt,5.88,6.42,6.72,7.44,1.25,0.77
Roach,80.34,18.03,19.36,21.84,5.74,2.99
Whitefish,272.7,24.34,26.77,29.59,8.23,4.29
Pike,1712.0,59.92,64.2,68.48,10.27,6.57
Bream,480.0,27.55,29.76,34.75,13.8,4.62
Parkki,6.2,7.88,8.82,9.24,2.22,1.48
Whitefish,752.0,31.68,34.22,37.22,11.06,6.18
Bream,816.0,38.16,42.0,48.72,18.56,7.36
Pike,273.0,29.76,31.85,35.31,5.4,3.99
Parkki,163.5,20.06,21.8,24.42,9.69,3.59
Parkki,175.1,19.57,21.32,23.9,9.68,3.51
Perch,193.06,23.03,25.09,26.46,6.43,4.15
Pike,592.8,52.0,55.25,59.15,9.46,5.62
Parkki,159.0,19.5,21.2,23.74,9.43,3.49
Whitefish,378.0,19.95,21.7,23.8,7.52,4.59
Whitefish,405.0,36.15,39.75,43.95,12.22,6.37
Pike,1875.0,78.0,84.0,89.55,16.03,10.48
Roach,210.0,31.5,33.75,37.5,9.82,4.99
Parkki,111.6,16.28,17.67,19.81,7.8,2.71
Bream,592.25,32.24,35.02,40.69,15.58,5.74
Pike,592.8,52.0,55.25,59.15,9.46,5.62
Smelt,10.0,11.3,11.8,13.1,2.21,1.28
Parkki,145.0,19.8,21.5,24.1,9.74,3.16
Roach,71.76,17.16,18.93,21.11,5.51,2.93
Parkki,145.6,19.76,21.53,24.13,8.88,3.43
Pike,1175.0,48.88,52.64,56.12,10.05,6.57
Pike,487.92,42.8,45.48,48.69,7.79,4.63
Whitefish,286.2,25.55,28.09,31.06,8.63,4.5
Parkki,142.5,17.48,19.0,21.28,8.45,3.13
Whitefish,756.0,39.9,43.4,47.6,15.04,9.19
Perch,104.0,16.4,18.0,19.2,4.68,2.9
Parkki,114.0,16.62,18.05,20.23,7.97,2.77
Bream,920.0,35.0,38.5,44.1,18.04,6.31
Pike,7.3,10.14,10.68,11.77,1.9,1.14
Perch,117.5,17.86,19.74,21.15,5.35,3.45
Bream,672.0,29.18,31.68,36.77,14.27,5.07
Perch,117.6,19.6,21.56,23.03,5.99,3.34
Parkki,6.31,8.03,8.99,9.42,2.26,1.51
Perch,127.5,26.7,29.4,31.2,7.71,4.56
Bream,490.0,27.93,30.09,35.48,13.94,4.86
Whitefish,1030.0,38.42,41.2,44.8,12.72,6.72
Whitefish,52.8,12.96,14.11,15.84,6.57,2.23
Smelt,15.86,14.95,15.86,17.42,2.72,1.81
Smelt,19.31,12.94,14.01,14.9,2.82,2.03
Smelt,9.41,10.94,11.52,12.67,2.12,1.1
Smelt,9.9,10.81,11.31,12.52,2.1,1.29
Bream,523.25,28.48,30.94,35.95,13.77,5.07
Perch,662.4,33.22,35.52,37.73,10.15,6.11
Roach,129.6,20.09,21.6,23.98,6.71,3.86
Perch,910.0,44.85,48.1,51.22,14.09,8.14
Bream,421.2,29.81,32.4,37.8,13.68,5.07
Whitefish,189.0,16.87,18.55,20.51,5.7,2.97
Parkki,130.8,19.08,20.71,23.22,9.15,3.18
Parkki,166.6,18.62,20.29,22.74,9.21,3.34
Pike,1596.5,57.68,61.8,65.92,9.89,6.33
Parkki,6.02,7.65,8.57,8.98,2.15,1.44
Pike,1162.5,48.36,52.08,55.52,9.94,6.5
Parkki,131.6,17.86,19.46,21.81,8.03,3.1
Whitefish,50.6,12.42,13.52,15.18,6.3,2.14
Roach,232.0,19.2,20.8,23.36,7.1,3.6
Smelt,7.21,10.4,10.92,11.95,1.78,1.18
Bream,530.0,28.41,31.48,36.57,15.03,5.6
Whitefish,55.0,13.5,14.7,16.5,6.85,2.33
Pike,1648.0,57.68,61.8,65.92,9.89,6.33
Roach,174.6,22.89,24.44,27.06,6.87,3.79
Smelt,5.88,6.84,7.2,7.92,1.32,0.69
Bream,300.0,17.22,18.6,21.72,8.62,2.89
Parkki,89.1,16.14,17.52,19.6,7.33,2.65
Pike,1860.0,67.2,72.0,76.8,11.52,7.37
Roach,150.0,20.4,22.0,24.7,5.8,3.75
Bream,510.0,29.68,32.13,37.13,14.03,4.46
Whitefish,567.0,29.93,32.55,35.7,11.28,6.89
Perch,47.38,13.8,14.9,15.82,4.23,2.42
Parkki,188.0,19.93,21.62,24.25,9.73,3.44
Perch,222.36,25.5,27.03,28.56,7.31,4.23
Bream,756.0,34.45,37.8,43.74,17.54,6.04
Parkki,248.43,20.93,22.75,25.48,10.09,3.77
Parkki,120.0,14.72,16.0,17.92,7.11,2.63
Whitefish,59.4,14.58,15.88,17.82,7.4,2.51
Perch,803.6,35.87,38.22,40.47,12.18,7.2
Perch,193.64,23.28,25.34,26.99,6.94,4.29
Smelt,9.4,10.73,11.21,12.44,2.1,1.11
Pike,532.98,40.61,43.24,45.78,7.32,4.58
Smelt,16.08,14.04,14.88,16.2,2.92,1.52
Perch,643.9,31.96,34.31,36.66,10.23,6.45
Parkki,216.0,22.9,24.84,27.86,11.17,3.96
Roach,98.0,14.7,15.75,17.5,4.58,2.33
Roach,103.5,24.75,27.3,30.45,7.95,4.23
Parkki,450.0,36.0,39.0,43.5,17.05,6.35
Perch,153.0,20.91,22.95,24.48,6.93,3.7
Smelt,31.52,21.12,22.88,24.32,4.6,3.31
Perch,227.5,23.11,25.03,26.3,6.63,4.16
Bream,559.0,34.45,37.7,44.2,16.18,6.67
Pike,847.0,49.28,52.8,56.32,8.45,5.91
Bream,682.5,26.18,28.7,32.13,13.04,4.72
Whitefish,1500.0,55.95,60.0,65.25,18.53,9.79
Bream,624.0,30.58,33.28,38.69,15.55,5.38
Parkki,327.0,26.16,28.34,31.61,12.39,4.62
Roach,149.8,22.47,24.08,26.75,7.01,3.56
Perch,54.08,15.75,17.01,18.06,4.82,2.76
Perch,82.45,17.65,19.4,20.37,4.93,2.69
Bream,400.0,22.96,24.8,28.96,11.5,3.85
Roach,190.4,17.5,18.9,21.42,6.0,3.34
Parkki,159.5,21.78,23.65,26.51,10.71,3.47
Smelt,19.9,13.33,14.44,15.35,2.9,2.09
Smelt,18.12,12.14,13.16,13.98,2.64,1.9
Whitefish,1500.0,55.95,60.0,65.25,18.53,9.79
Perch,238.0,30.1,32.9,35.0,8.79,5.21
Bream,489.25,29.25,31.93,37.29,14.69,5.26
Parkki,140.65,19.21,20.86,23.38,9.44,3.06
Pike,327.0,35.64,38.15,42.29,6.47,4.78
Smelt,9.6,10.49,10.98,12.15,2.04,1.25
Smelt,6.58,9.49,9.96,10.9,1.62,1.08
Bream,552.0,27.05,29.44,34.22,14.2,5.13
Pike,341.55,35.64,38.12,40.59,6.33,3.94
Roach,114.0,17.67,19.0,21.09,5.91,3.4
Parkki,135.8,18.43,20.08,22.5,8.28,3.2
Bream,1015.0,44.52,49.0,57.26,22.9,8.47
Roach,73.32,16.45,17.67,19.93,5.24,2.73
Smelt,6.86,7.98,8.4,9.24,1.54,0.8
Smelt,9.41,10.27,10.75,11.9,2.0,1.23
Smelt,9.6,10.49,10.98,12.15,2.04,1.25
Whitefish,728.0,30.67,33.12,36.04,10.7,5.98
Parkki,153.7,20.99,22.79,25.55,10.32,3.35
Smelt,9.41,10.27,10.75,11.9,2.0,1.23
Perch,86.4,18.58,20.52,21.82,6.09,3.29
Perch,135.2,20.8,22.88,24.44,6.35,3.67
Parkki,130.8,19.08,20.71,23.22,9.15,3.18
Roach,409.5,30.98,33.29,36.75,9.96,5.62
Pike,320.85,33.48,35.8,38.13,5.95,3.7
Roach,172.8,22.79,24.3,27.0,6.91,4.1
Roach,128.0,16.88,18.0,20.0,5.12,3.04
Roach,126.0,20.37,22.05,24.89,6.42,3.46
Smelt,12.08,11.38,12.08,13.27,2.07,1.38
Bream,955.0,35.0,38.5,44.0,18.08,6.29
Whitefish,66.0,16.2,17.64,19.8,8.22,2.79
Parkki,164.9,18.43,20.08,22.5,9.11,3.31
Parkki,210.0,28.5,31.05,34.8,12.81,4.94
Whitefish,312.12,26.11,28.56,31.42,8.95,4.78
Pike,940.5,47.82,51.18,54.55,8.84,6.11
Whitefish,57.2,14.04,15.29,17.16,7.12,2.42
Smelt,13.0,14.69,15.34,17.03,2.88,1.67
Pike,6.57,9.11,9.6,10.58,1.7,1.03
Bream,350.0,19.95,21.49,25.34,9.96,3.47
Roach,72.54,16.28,17.48,19.72,5.19,2.7
Whitefish,1400.0,52.22,56.0,60.9,17.3,9.13
Perch,930.0,37.39,40.46,42.78,11.72,7.57
Whitefish,66.0,16.2,17.64,19.8,8.22,2.79
Whitefish,54.45,13.37,14.55,16.34,6.78,2.3
Bream,763.2,33.92,37.1,43.04,17.34,6.46
Pike,2480.0,89.6,96.0,102.4,15.36,9.83
Parkki,86.4,15.65,16.99,19.01,7.11,2.57
Perch,920.0,36.62,39.56,41.58,10.98,6.7
Bream,756.84,34.66,38.16,43.99,17.51,6.2
Parkki,194.0,20.56,22.31,25.03,10.04,3.55
Whitefish,183.6,15.36,16.8,18.48,5.27,2.81
Bream,358.8,25.39,27.6,32.2,11.66,4.31
Whitefish,594.0,31.35,34.1,37.4,11.82,7.22
Pike,490.0,41.16,44.1,47.04,6.82,4.8
Pike,550.0,46.2,49.5,52.8,7.66,5.39
Perch,110.0,20.0,22.0,23.5,5.52,4.0
Smelt,12.18,15.12,15.82,17.64,2.77,1.8
Pike,294.0,32.05,34.3,38.02,5.82,4.3
Parkki,4.13,5.25,5.88,6.16,1.48,0.99
Parkki,320.0,33.92,36.8,41.28,16.55,5.86
Bream,373.89,27.09,29.87,34.51,13.11,4.59
Whitefish,38.5,9.45,10.29,11.55,4.79,1.63
Parkki,248.43,20.93,22.75,25.48,10.09,3.77
Bream,579.5,29.35,31.82,36.67,14.85,4.88
Whitefish,736.0,31.0,33.49,36.43,10.82,6.05
Perch,359.8,21.35,22.96,23.8,7.02,4.21
Whitefish,367.2,30.72,33.6,36.96,10.53,5.62
Perch,294.4,25.58,27.6,29.07,7.01,4.39
Whitefish,351.0,31.33,34.45,38.09,10.59,5.52
Pike,1680.0,58.8,63.0,67.2,10.08,6.45
Bream,360.0,17.64,19.2,22.32,8.97,3.1
Roach,109.2,16.93,18.2,20.2,5.66,3.25
Perch,990.0,39.8,43.06,45.54,12.48,8.06
Smelt,11.71,11.62,12.48,13.25,2.19,1.21
Bream,1050.5,38.5,42.35,48.4,19.89,6.92
Roach,154.0,26.74,29.12,32.34,8.63,4.75
Perch,209.28,24.0,25.44,26.88,6.88,3.98
Bream,630.0,30.87,33.6,39.06,15.7,5.43
Roach,85.26,17.84,19.4,21.76,5.5,3.11
Whitefish,367.2,30.72,33.6,36.96,10.53,5.62
Whitefish,189.0,16.87,18.55,20.51,5.7,2.97
Roach,310.3,25.68,27.82,31.24,9.5,4.81
Pike,318.0,34.66,37.1,41.13,6.29,4.65
Perch,120.0,19.44,21.6,23.04,6.27,3.99
Perch,117.7,20.33,22.47,24.08,6.09,3.8
Whitefish,281.52,23.55,25.76,28.34,8.08,4.31
Parkki,4.72,6.0,6.72,7.04,1.69,1.13
Perch,36.8,12.7,13.8,14.72,3.52,2.24
Smelt,7.35,10.61,11.13,12.18,1.81,1.21
Smelt,9.6,10.49,10.98,12.15,2.04,1.25
Perch,136.3,20.68,22.56,23.97,5.99,3.6
Bream,693.6,32.44,35.7,41.41,15.78,6.25
Whitefish,284.58,23.81,26.04,28.64,8.16,4.35
Smelt,9.02,10.49,11.04,12.14,2.03,1.06
Roach,0.0,17.48,18.86,20.98,5.96,3.08
Pike,1765.5,63.13,67.84,72.76,11.57,8.0
Parkki,117.6,17.15,18.62,20.87,8.22,2.86
Bream,432.0,19.2,21.0,24.36,9.82,3.65
Bream,845.0,40.3,43.55,50.31,18.82,7.45
Bream,270.0,16.08,17.82,20.82,8.16,2.96
Perch,217.5,33.0,36.0,38.25,9.56,5.74
Whitefish,950.0,35.43,38.0,41.32,11.74,6.2
Whitefish,59.95,14.72,16.02,17.99,7.46,2.54
Whitefish,309.06,25.86,28.28,31.11,8.87,4.73
Perch,116.4,19.4,21.34,22.79,5.93,3.31
Bream,735.0,31.92,34.65,40.21,15.6,5.55
Parkki,143.55,19.6,21.29,23.86,9.64,3.13
Perch,123.75,18.81,20.79,22.27,5.64,3.63
Whitefish,286.2,25.55,28.09,31.06,8.63,4.5
Bream,343.4,24.14,26.77,31.41,12.5,4.74
Whitefish,560.0,23.59,25.48,27.72,8.23,4.6
Smelt,11.0,12.43,12.98,14.41,2.44,1.41
Perch,122.2,18.14,20.02,21.43,6.0,3.32
Pike,538.65,41.04,43.7,46.27,7.4,4.63
Perch,153.7,21.94,24.06,25.65,6.31,3.85
Parkki,108.0,19.56,21.24,23.76,8.89,3.21
Roach,162.24,21.12,23.04,26.11,7.23,3.68
Smelt,10.79,12.32,12.86,14.28,2.41,1.27
Pike,421.4,34.79,37.24,39.69,7.14,4.48
Parkki,218.4,18.4,20.0,22.4,8.87,3.32
Bream,529.0,28.8,31.28,36.34,13.92,5.12
Pike,7.1,9.86,10.39,11.45,1.84,1.11
Whitefish,1020.0,38.05,40.8,44.37,12.6,6.66
Whitefish,702.0,37.05,40.3,44.2,13.97,8.53
Smelt,8.96,11.12,11.64,12.98,2.04,1.32
Pike,1815.0,64.9,69.74,74.8,11.89,8.23
Smelt,11.83,11.15,11.83,13.0,2.03,1.35
Roach,80.34,18.03,19.36,21.84,5.74,2.99
Parkki,186.0,19.72,21.39,23.99,9.62,3.41
Pike,680.4,51.84,55.2,58.44,9.35,5.84
Bream,654.0,32.05,34.88,40.55,16.83,6.08
Roach,290.0,24.0,26.0,29.2,8.88,4.5
Whitefish,529.2,27.93,30.38,33.32,10.53,6.43
Parkki,214.0,22.68,24.61,27.61,11.07,3.92
Whitefish,920.0,34.32,36.8,40.02,11.37,6.0
Roach,190.4,17.5,18.9,21.42,6.0,3.34
Pike,544.32,41.47,44.16,46.75,7.48,4.68
Pike,1584.0,56.64,60.86,65.28,10.38,7.18
Perch,724.5,36.33,38.85,41.27,11.1,6.68
Whitefish,57.75,14.18,15.44,17.32,7.19,2.44
Pike,489.6,38.4,40.8,43.68,6.55,4.28
Parkki,5.72,7.27,8.15,8.54,2.05,1.37
Perch,291.0,24.44,26.48,27.84,8.07,4.98
Smelt,19.5,13.07,14.16,15.05,2.84,2.05
Perch,1050.0,42.21,45.68,48.3,13.23,8.55
Pike,556.2,41.3,44.29,47.17,8.02,5.28
Parkki,86.4,15.65,16.99,19.01,7.11,2.57
Smelt,9.51,10.38,10.86,12.03,2.02,1.24
Smelt,11.94,8.28,9.0,9.72,1.76,1.13
Smelt,8.7,10.8,11.3,12.6,1.98,1.29
Bream,366.63,26.56,29.29,33.84,12.86,4.5
Perch,714.0,35.19,37.74,40.19,11.05,6.39
Roach,96.0,12.66,13.5,15.0,3.84,2.28
Parkki,159.8,17.86,19.46,21.81,8.83,3.21
Bream,1080.0,36.18,39.96,46.01,20.47,7.13
Roach,312.0,23.6,25.36,28.0,7.59,4.28
Pike,1716.0,61.36,65.94,70.72,11.24,7.78
Roach,112.8,18.24,19.74,22.28,5.75,3.1
Roach,154.56,21.12,22.46,25.63,6.64,3.49
Perch,450.0,40.35,43.05,45.15,11.38,6.95
Perch,910.0,51.1,54.6,57.96,15.59,8.4
Bream,392.04,28.4,31.32,36.18,13.75,4.81
Bream,975.0,37.4,41.0,45.9,18.64,6.75
Whitefish,216.0,19.28,21.2,23.44,6.52,3.4
Perch,105.0,17.01,18.9,20.16,5.48,3.49
Parkki,154.7,17.29,18.84,21.11,8.55,3.1
Whitefish,299.88,25.09,27.44,30.18,8.6,4.59
Whitefish,294.3,26.27,28.89,31.94,8.88,4.63
Bream,570.0,34.08,37.2,43.44,17.12,6.13
Smelt,5.6,8.08,8.48,9.28,1.38,0.92
Perch,195.0,30.75,33.75,36.0,8.78,5.44
Perch,130.8,15.0,15.9,16.8,4.3,2.49
Bream,897.7,32.9,36.19,41.36,17.0,5.91
Parkki,208.0,22.05,23.92,26.83,10.76,3.81
Bream,934.25,36.56,39.9,45.75,18.94,6.82
Smelt,12.2,12.1,13.0,13.8,2.28,1.26
Perch,1440.0,59.2,64.0,68.0,18.77,11.56
Bream,573.4,29.05,31.49,36.28,14.7,4.83
Perch,350.0,35.56,38.5,40.46,10.2,6.39
Smelt,8.09,10.04,10.51,11.72,1.84,1.2
Whitefish,256.5,22.89,25.17,27.84,7.74,4.04
Whitefish,58.85,14.45,15.73,17.66,7.33,2.49
Roach,112.0,14.35,15.75,17.71,4.92,2.67
Perch,1090.0,43.38,46.87,49.27,13.01,7.93
Roach,52.2,10.92,11.88,13.32,3.37,1.9
Parkki,156.6,21.38,23.22,26.03,10.52,3.41
Smelt,9.6,10.49,10.98,12.15,2.04,1.25
Whitefish,540.0,28.5,31.0,34.0,10.74,6.56
Smelt,14.74,12.87,13.64,14.85,2.67,1.4
Perch,782.0,33.95,36.8,38.92,10.97,6.54
Perch,270.3,25.91,28.05,29.48,7.19,4.42
Smelt,10.4,11.87,12.39,13.76,2.32,1.22
Bream,204.0,14.34,15.9,18.66,7.43,2.82
Roach,0.0,24.7,26.65,29.64,8.42,4.36
Smelt,13.3,12.54,13.3,14.61,2.28,1.52
Roach,154.0,23.1,24.75,27.5,7.21,3.66
Pike,460.56,40.4,42.92,45.95,7.35,4.37
Smelt,10.5,15.15,15.9,17.4,2.59,1.72
Bream,555.1,28.12,30.48,35.13,14.23,4.67
Pike,765.0,60.0,63.75,68.25,10.24,6.69
Bream,455.0,26.48,28.67,33.12,12.52,3.97
Perch,910.0,44.2,46.8,49.79,13.79,8.76
Pike,550.8,40.9,43.86,46.72,7.94,5.23
Bream,525.0,28.14,31.19,36.23,14.89,5.54
Parkki,155.15,21.19,23.01,25.79,10.42,3.38
Parkki,324.0,25.92,28.08,31.32,12.28,4.57
Bream,947.6,36.05,39.66,45.42,18.58,6.5
Perch,803.6,36.36,39.2,41.65,10.91,6.5
Pike,534.6,39.7,42.57,45.34,7.71,5.08
Whitefish,872.0,36.73,39.68,43.16,12.82,7.17
Perch,927.0,38.11,41.2,43.77,12.08,7.44
Smelt,12.08,11.98,12.87,13.66,2.25,1.24
Smelt,13.67,11.93,12.65,13.77,2.48,1.29
Roach,190.4,17.5,18.9,21.42,6.0,3.34
Smelt,9.2,10.4,10.86,12.05,2.04,1.18
Perch,195.0,30.75,33.75,36.0,8.78,5.44
Bream,647.5,25.34,27.65,31.71,13.13,4.72
Bream,557.75,30.36,32.98,38.31,14.67,5.4
Pike,474.3,37.2,39.52,42.32,6.35,4.15
Pike,1565.5,56.56,60.6,64.64,9.7,6.21
Roach,188.0,20.77,22.09,25.19,6.95,3.88
Roach,216.0,28.32,30.24,33.48,8.5,4.69
Perch,770.0,37.95,40.7,43.34,11.92,6.89
Perch,240.0,32.8,36.0,38.4,10.87,5.8
Parkki,256.62,21.62,23.5,26.32,10.42,3.9
Whitefish,560.0,23.59,25.48,27.72,8.23,4.6
Smelt,18.76,16.38,17.36,18.9,3.4,1.78
Whitefish,930.0,34.69,37.2,40.46,11.49,6.07
Whitefish,523.8,27.64,30.07,32.98,10.42,6.37
Pike,301.0,24.85,26.6,28.35,5.1,3.2
Smelt,13.58,14.56,15.4,16.8,3.07,1.93
Roach,96.0,14.88,16.0,17.76,4.97,2.86
Perch,119.6,18.4,20.24,21.62,5.62,3.24
Roach,202.8,26.4,28.8,32.64,9.04,4.6
Pike,1760.0,61.6,66.0,70.4,10.56,6.76
Parkki,142.5,17.48,19.0,21.28,8.45,3.13
Roach,169.2,22.18,23.69,26.23,6.66,3.67
Bream,203.0,16.8,18.41,21.84,8.74,3.01
Perch,84.0,18.06,19.95,21.21,5.92,3.2
Whitefish,824.0,34.71,37.49,40.79,12.11,6.77
Smelt,10.89,12.43,12.98,14.41,2.44,1.28
Whitefish,293.76,24.58,26.88,29.57,8.43,4.49
Bream,999.6,45.78,50.4,58.1,23.12,8.19
Bream,934.25,36.56,39.9,45.75,18.94,6.82
Pike,756.0,56.14,60.2,64.12,10.9,7.18
Parkki,105.0,12.88,14.0,15.68,6.22,2.3
Roach,110.0,19.1,20.8,23.1,6.17,3.4
Pike,309.0,35.84,38.42,40.99,6.48,4.14
Whitefish,286.2,25.55,28.09,31.06,8.63,4.5
Perch,41.2,12.0,12.96,13.76,3.67,2.11
Whitefish,324.0,17.1,18.6,20.4,6.45,3.94
Parkki,327.0,26.16,28.34,31.61,12.39,4.62
Parkki,273.0,21.84,23.66,26.39,10.34,3.85
Pike,7.24,10.04,10.58,11.66,1.88,1.13
Whitefish,51.7,12.69,13.82,15.51,6.44,2.19
Bream,272.0,23.6,25.6,29.84,11.13,4.06
Pike,515.0,43.26,46.35,49.44,7.17,5.04
Whitefish,752.0,31.68,34.22,37.22,11.06,6.18
Roach,127.4,19.11,20.48,22.75,5.96,3.03
Bream,714.0,32.54,35.7,41.31,16.57,5.7
Smelt,12.69,11.96,12.69,13.94,2.17,1.45
Perch,124.8,26.88,29.92,31.04,8.32,5.0
Perch,165.6,21.16,23.0,24.38,5.92,3.39
Whitefish,640.0,26.96,29.12,31.68,9.41,5.26
Whitefish,1060.0,39.54,42.4,46.11,13.1,6.92
Pike,9.38,13.02,13.72,15.12,2.43,1.47
Smelt,20.5,14.21,15.45,16.69,3.02,1.94
Perch,118.8,20.52,22.68,24.3,6.15,3.84
Perch,82.45,17.65,19.4,20.37,4.93,2.69
Roach,406.0,33.6,36.4,40.88,12.43,6.3
Perch,338.0,33.02,35.75,37.57,9.32,5.64
Pike,2145.0,76.7,82.42,88.4,14.06,9.72
Perch,70.7,15.86,17.57,18.68,4.63,2.97
Smelt,12.57,12.46,13.39,14.21,2.35,1.29
Parkki,390.0,31.2,33.8,37.7,14.78,5.5
Smelt,8.53,10.58,11.07,12.35,1.94,1.26
Smelt,11.2,16.16,16.96,18.56,2.77,1.84
Parkki,63.0,11.41,12.39,13.86,5.18,1.87
Whitefish,33.0,8.1,8.82,9.9,4.11,1.4
Smelt,18.31,12.7,13.8,14.9,2.7,1.73
Parkki,309.0,24.72,26.78,29.87,11.71,4.36
Pike,282.0,32.71,35.06,37.41,5.91,3.78
Parkki,218.0,23.11,25.07,28.12,11.28,3.99
Whitefish,291.6,26.03,28.62,31.64,8.8,4.59
Perch,90.0,12.3,13.5,14.4,4.08,2.17
Smelt,9.3,10.51,10.97,12.18,2.06,1.19
Whitefish,51.7,12.69,13.82,15.51,6.44,2.19
Whitefish,367.2,30.72,33.6,36.96,10.53,5.62
Parkki,161.5,18.05,19.66,22.04,8.93,3.24
Perch,286.2,27.43,29.7,31.21,7.62,4.68
Pike,793.1,46.14,49.44,52.74,7.91,5.54
Smelt,13.4,11.7,12.4,13.5,2.43,1.27
Smelt,10.58,11.56,12.1,13.39,2.25,1.38
Bream,735.42,33.68,37.08,42.75,17.01,6.03
Parkki,297.0,23.76,25.74,28.71,11.25,4.19
Smelt,12.81,12.08,12.81,14.07,2.19,1.46
Whitefish,1400.0,52.22,56.0,60.9,17.3,9.13
Smelt,13.8,12.05,12.77,13.91,2.5,1.31
Perch,972.0,39.96,43.2,45.9,12.67,7.8
Parkki,195.0,23.92,26.0,29.12,11.56,4.28
Smelt,7.14,10.3,10.81,11.83,1.76,1.17
Parkki,270.27,22.77,24.75,27.72,10.98,4.1
Pike,616.0,35.84,38.4,40.96,6.14,4.3
Roach,156.6,22.14,23.76,26.24,7.16,3.83
Bream,609.5,33.18,36.04,41.87,16.04,5.9
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Perch,76.3,17.11,18.97,20.17,5.0,3.21
Smelt,9.41,10.09,10.67,11.64,2.13,1.34
Perch,128.0,27.52,30.4,32.32,9.02,4.88
Bream,557.75,30.36,32.98,38.31,14.67,5.4
Perch,844.6,38.21,41.2,43.77,11.47,6.83
Perch,169.2,21.62,23.5,24.91,6.05,3.46
Whitefish,59.4,14.58,15.88,17.82,7.4,2.51
Parkki,87.0,11.88,12.9,14.46,5.84,1.89
Roach,546.0,41.3,44.38,49.0,13.28,7.5
Pike,510.0,40.0,42.5,45.5,6.83,4.46
Roach,171.0,22.42,23.94,26.5,6.73,3.71
Smelt,10.0,11.3,11.8,13.1,2.21,1.28
Smelt,10.3,11.75,12.27,13.62,2.3,1.21
Smelt,11.47,11.37,12.22,12.97,2.14,1.18
Whitefish,744.0,31.34,33.85,36.83,10.94,6.11
Pike,355.35,37.08,39.66,42.23,6.59,4.1
Roach,185.9,24.2,26.4,29.92,8.29,4.22
Roach,145.0,20.5,22.0,24.3,6.63,3.55
Parkki,208.0,22.05,23.92,26.83,10.76,3.81
Perch,198.97,23.73,25.86,27.27,6.63,4.28
Pike,358.8,37.44,40.04,42.64,6.65,4.14
Roach,104.4,21.84,23.76,26.64,6.74,3.81
Parkki,163.8,13.8,15.0,16.8,6.65,2.49
Whitefish,728.0,30.67,33.12,36.04,10.7,5.98
Whitefish,752.0,31.68,34.22,37.22,11.06,6.18
Perch,195.0,30.75,33.75,36.0,8.78,5.44
Perch,166.6,21.07,23.03,24.5,6.15,3.65
Pike,997.5,50.71,54.29,57.86,9.37,6.48
Parkki,123.6,18.03,19.57,21.94,8.64,3.01
Bream,382.2,27.05,29.4,34.3,12.42,4.6
Roach,131.95,18.66,20.02,22.11,6.04,3.23
Parkki,194.0,20.56,22.31,25.03,10.04,3.55
Smelt,18.32,12.28,13.3,14.14,2.67,1.92
Pike,1078.0,62.72,67.2,71.68,10.75,7.53
Roach,225.4,30.8,32.76,37.38,9.68,5.08
Smelt,12.0,13.56,14.16,15.72,2.66,1.54
Smelt,15.68,18.24,19.2,21.12,3.53,1.84
Pike,462.0,26.88,28.8,30.72,4.61,3.23
Parkki,175.1,19.57,21.32,23.9,9.68,3.51
Smelt,7.7,11.11,11.66,12.76,1.9,1.26
Whitefish,367.2,30.72,33.6,36.96,10.53,5.62
Parkki,238.0,26.6,28.98,32.48,13.15,4.77
Parkki,155.15,21.19,23.01,25.79,10.42,3.38
Perch,122.2,18.14,20.02,21.43,6.0,3.32
Bream,870.0,38.16,42.0,49.08,19.63,7.26
Perch,348.8,30.3,32.7,34.44,8.3,5.2
Roach,358.8,27.14,29.16,32.2,8.73,4.93
Roach,75.21,17.99,19.84,22.13,5.78,3.08
Roach,425.1,32.16,34.55,38.15,10.34,5.84
